material_id,material_name,strength_score,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,cost_per_unit,recycled_content_percent,norm_co2,norm_cost,norm_strength,norm_recyclability,norm_biodegradability,co2_impact_index,cost_efficiency_index,material_suitability_score,material_type_Fiber,material_type_Glass,material_type_Metal,material_type_Plastic,product_category_Cosmetics,product_category_E-commerce,product_category_Electronics,product_category_Food,product_category_Pharmaceuticals,product_category_Retail
34,Aluminum,9.897771074506666,8.8,0.09,10.377905340744691,69.09,219.74,63.5,0.8588020141113388,0.874650648646394,0.9830113611635906,0.5018112816974297,0.09,0.14119798588866117,0.46841415527759983,0.37162632704184334,False,False,True,False,False,False,False,True,False,False
35,Kraft Paper,6.896896099223678,11.42,0.63,0.9477368012014186,73.54,13.23,46.9,0.030449215183704813,0.013223209443957787,0.48154924362234863,0.5785751250646888,0.63,0.9695507848162952,0.7846857717825647,0.7454066277657024,True,False,False,False,False,False,False,False,False,False
36,Tinplate,9.616794696232922,21.82,0.0,4.07,87.71,154.03,16.44,0.30471106414943033,0.6005506194468777,0.9360587187547099,0.8230119027082973,0.0,0.6952889358505696,0.6140931158337574,0.6203182121307407,False,False,True,False,False,False,False,False,False,False
37,Corrugated Cardboard,4.913841307520112,19.37,0.67,1.291449864150421,51.27,47.02,67.96,0.06064121827759499,0.1541734451257665,0.15017027474204728,0.1944109021907884,0.67,0.9393587817224051,0.567564042821359,0.5780978531344236,True,False,False,False,False,True,False,False,False,False
38,Steel,8.195344228012768,19.45,0.07,1.8955078267897127,63.13,80.21000000000001,71.96,0.1137021049381653,0.29262086513994917,0.698526809679941,0.39899948249094364,0.07,0.8862978950618348,0.703838204788007,0.602001497181735,False,False,True,False,False,False,False,False,True,False
39,Compostable Film,6.368466053024314,3.46,0.66,2.38,43.38,140.67,44.81,0.15626024650842307,0.544821257247737,0.39324578142477384,0.058306020355356265,0.66,0.8437397534915769,0.43040555822126736,0.5107090978163386,False,False,False,False,False,True,False,False,False,False
40,Kraft Paper,5.320457481218804,23.2,0.57,1.0866011878333155,82.8,59.89,60.05,0.04264716295691313,0.2078588411963459,0.2181179930471842,0.7383129204761083,0.57,0.9573528370430868,0.562531892501066,0.6828132076381327,True,False,False,False,False,False,False,False,False,False
41,Aluminum,8.244076469689558,8.41,0.08,9.617275072417169,46.73,106.9,8.67,0.7919877033091379,0.40395444875484926,0.706670225618644,0.1160945316543039,0.08,0.20801229669086208,0.6402954209945481,0.32836347314862085,False,False,True,False,True,False,False,False,False,False
42,Kraft Paper,5.48553073033381,19.48,0.46,0.8997397304479303,67.46,25.59,44.05,0.026233117906942324,0.06478121219705502,0.24570260811193476,0.47369328963256846,0.46,0.9737668820930577,0.6594123159265409,0.6452920623472598,True,False,False,False,False,False,False,False,False,False
43,Aluminum,8.068777042230437,6.72,0.0,10.870391062632706,76.3,175.47,82.08,0.9020623147567811,0.6899845659700496,0.6773767619383957,0.6261859582542694,0.0,0.09793768524321889,0.4569599651933285,0.33659616471599124,False,False,True,False,False,False,False,True,False,False
44,Bioplastic PHA,6.818640804157564,3.27,0.79,2.038654226986554,73.97,143.43,56.79,0.12627618786809902,0.556334209318817,0.46847236894549954,0.5859927548732102,0.79,0.873723812131901,0.45358842198690963,0.6580600370054898,False,False,False,False,False,True,False,False,False,False
45,Paperboard,4.776339944800051,10.25,0.73,1.293879195591532,62.39,96.51,86.48,0.060854612501709746,0.3606140241104576,0.12719306806654887,0.38623425909953424,0.73,0.9391453874982902,0.4345088127603449,0.5898369780661351,True,False,False,False,True,False,False,False,False,False
46,LDPE,7.325044568707964,3.81,0.11,2.74,79.61,16.41,51.75,0.18788290588757256,0.026488132482376005,0.5530951227069597,0.6832844574780058,0.11,0.8121170941124274,0.8053451695933582,0.6534378243983647,False,False,False,True,False,True,False,False,False,False
47,Compostable Film,5.623422152178822,8.33,0.57,1.24,80.41,109.18,83.97,0.05612182514111644,0.41346514829182834,0.2687449957351151,0.6970846989822321,0.57,0.9438781748588836,0.459418909318949,0.6498096191573602,False,False,False,False,False,False,False,True,False,False
48,Bioplastic PLA,6.040136042355622,12.05,0.51,1.1925914341811878,86.8,148.96,42.14,0.05195742256183231,0.5794018270554374,0.3383800959968981,0.8073141279972399,0.51,0.9480425774381677,0.3877109421654968,0.6531413439719623,False,False,False,False,False,False,True,False,False,False
49,Paperboard,5.640130838029839,13.52,0.96,0.6728767545689164,64.88,80.21000000000001,72.91,0.006305310651491606,0.29262086513994917,0.2715371057221006,0.42918751078143863,0.96,0.9936946893485084,0.5330423232048708,0.6883602003342679,True,False,False,False,False,False,True,False,False,False
50,Recycled PET,6.369708911051054,20.11,0.35,3.086508225693112,91.94,45.03,5.98,0.21832043809081345,0.14587243982814,0.3934534695900676,0.8959806796618941,0.35,0.7816795619091865,0.669857923939143,0.6730098324489273,False,False,False,True,False,False,False,False,False,False
51,Recycled PET,7.939169255529118,7.75,0.39,2.867580375509614,73.26,66.87,45.36,0.19908965799369616,0.2369749301297293,0.6557186136635086,0.5737450405382095,0.39,0.8009103420063038,0.7201024873875659,0.6591195939227753,False,False,False,True,True,False,False,False,False,False
52,Molded Pulp,6.325398470083344,14.11,0.85,0.7919124665918641,85.8,18.21,49.5,0.016761493360536613,0.033996579485254246,0.38604895999207645,0.790063826116957,0.85,0.9832385066394634,0.734021636305678,0.8025946222908577,True,False,False,False,False,False,False,False,True,False
53,Aluminum,9.878997883128378,18.83,0.09,8.317677475955946,46.79,121.45,73.54,0.6778301140789865,0.46464772869478166,0.9798742613579994,0.11712954976712091,0.09,0.3221698859210135,0.7131610673263308,0.4098545686971109,False,False,True,False,False,False,False,False,False,False
54,LDPE,7.789654700855298,7.1,0.31,2.68,87.67,80.21000000000001,12.32,0.1826124626577143,0.29262086513994917,0.6307339389244688,0.8223218906330861,0.31,0.8173875373422856,0.676721056485818,0.6884342973432044,False,False,False,True,False,False,True,False,False,False
55,Bioplastic PHA,6.19579995762217,17.49,0.62,1.1284873743946455,94.94,148.46,72.8,0.04632647576335881,0.5773161473324157,0.36439236149188514,0.9477315853027428,0.62,0.9536735242366412,0.3993672561973046,0.7049294245300556,False,False,False,False,False,False,False,False,False,False
56,Glass,8.843748470046233,15.99,0.06,1.715352699731295,92.57,93.34,49.34,0.09787714877601048,0.34739081466649985,0.8068785960459034,0.9068483698464722,0.06,0.9021228512239895,0.7143169496184614,0.720273626345697,False,True,False,False,False,False,False,False,True,False
57,Rigid PVC,6.176985004103839,1.51,0.14,2.79,77.65,77.14,57.5,0.19227494191245442,0.2798147916405957,0.3612482830112905,0.6494738657926514,0.14,0.8077250580875456,0.5766104382201588,0.5734897284409627,False,False,False,True,False,False,False,True,False,False
58,Kraft Paper,4.587948587257436,12.14,0.92,0.7343071273031201,95.87,11.09,92.29,0.01170139885290248,0.004296500229424767,0.09571187346233855,0.963774366051406,0.92,0.9882986011470976,0.6357068492472806,0.7957423532124644,True,False,False,False,False,False,True,False,False,False
59,Rigid PVC,6.090454577821076,11.5,0.4,2.028030782028813,72.12,97.24,51.75,0.12534301680884402,0.3636591165060693,0.3467885900374408,0.554079696394687,0.4,0.8746569831911559,0.5205199661113347,0.598021884767862,False,False,False,True,False,False,False,False,False,True
60,Recycled PET,6.650660661526529,16.36,0.29,2.485057343173281,92.27,14.09,30.29,0.16548855922633166,0.016810578567555166,0.4404019965632929,0.9016732792823874,0.29,0.8345114407736683,0.766074451484784,0.7097469006161032,False,False,False,True,False,False,True,False,False,False
61,Steel,8.777354579378963,22.4,0.03,1.958659481558892,66.89,80.21000000000001,57.53,0.11924939179370805,0.29262086513994917,0.7957838249274661,0.4638606175608073,0.03,0.8807506082062919,0.7427410108870169,0.6267609411885499,False,False,True,False,False,False,False,False,False,False
62,LDPE,6.542698063547792,19.75,0.31,3.84,57.95,83.24,66.63,0.28450769843497364,0.3052600842614608,0.42236087407615364,0.3096429187510782,0.31,0.7154923015650263,0.585788299073585,0.5117594363957352,False,False,False,True,False,True,False,False,False,False
63,Rigid PVC,7.657475018303859,16.81,0.38,4.31,75.58,47.64,88.95,0.32579283706886325,0.15675968798231343,0.6086460132180928,0.6137657409004658,0.38,0.6742071629311368,0.7494025924978491,0.6302305465057059,False,False,False,True,False,True,False,False,False,False
64,Paperboard,5.070259980080768,2.47,0.63,0.8484974140823561,97.26,23.54,58.47,0.02173195591742241,0.056229925332665916,0.17630866418223368,0.9877522856649993,0.63,0.9782680440825776,0.6367855104732939,0.7623581143943201,True,False,False,False,True,False,False,False,False,False
65,Tinplate,8.561869019374761,26.05,0.08,4.94,64.06,141.01,10.07,0.38113249098237484,0.5462395194593918,0.7597750454517143,0.41504226323960675,0.08,0.6188675090176252,0.5761663065050506,0.5006877865246431,False,False,True,False,False,False,True,False,False,False
66,Glass,8.085392166316497,19.99,0.1,1.0555390741968746,84.6,193.37,81.47,0.039918644514908674,0.7646519000542277,0.6801532372584381,0.7693634638606175,0.1,0.9600813554850913,0.4132701548708386,0.6282299618612044,False,True,False,False,False,False,False,False,True,False
67,Corrugated Cardboard,4.422772674924288,4.32,0.97,0.9633418536357892,53.26,70.45,60.63,0.03181997423294334,0.2519083969465649,0.06811010282956632,0.22873900293255128,0.97,0.9681800257670566,0.4760990029638876,0.6075375693405557,True,False,False,False,False,True,False,False,False,False
68,LDPE,7.604393961508079,14.09,0.26,4.43,70.17,86.7,54.67,0.3363337235285797,0.3196929879447712,0.5997758872177157,0.5204416077281353,0.26,0.6636662764714203,0.6480945621202235,0.5641894337388806,False,False,False,True,False,False,False,False,False,True
69,Bioplastic PHA,5.149101287359541,18.07,0.48,1.1014188453883222,83.8,108.23,51.75,0.04394875667263218,0.40950235681808705,0.18948346460656834,0.7555632223563912,0.48,0.9560512433273678,0.43009197175177505,0.6363993568680891,False,False,False,False,False,False,False,False,False,False
70,Molded Pulp,6.960660809801552,2.26,0.61,1.1602495554756531,62.75,49.37,51.75,0.049116488634090946,0.1639761398239686,0.49220466480922087,0.3924443677764361,0.61,0.9508835113659091,0.6984961820293072,0.6790984389533088,True,False,False,False,False,False,False,False,False,True
71,Bioplastic PLA,6.544489538593314,24.59,0.64,1.3505681228656496,90.02,144.45,18.24,0.0658342087177064,0.5605889959537813,0.42266023905378497,0.8628601000517508,0.64,0.9341657912822936,0.4327106980492452,0.699265455812728,False,False,False,False,False,False,True,False,False,False
72,Steel,8.397431363068344,11.46,0.05,2.1780083402231574,68.57,149.31,51.75,0.13851715357911157,0.5808618028615526,0.7322966413148813,0.4928411247196825,0.05,0.8614828464208885,0.544401574809021,0.5738431367039464,False,False,True,False,False,False,True,False,False,False
73,HDPE,6.011044234247205,10.28,0.28,2.028030782028813,80.46,26.21,67.69,0.12534301680884402,0.06736745505360196,0.33351870063144323,0.6979472140762463,0.28,0.8746569831911559,0.6929870072204161,0.6505851596408444,False,False,False,True,True,False,False,False,False,False
74,Recycled PET,7.630922856909667,11.27,0.39,3.320118631342188,52.98,83.96,36.06,0.23884094443877366,0.3082634630626121,0.6042090062825497,0.22390891840607205,0.39,0.7611590555612263,0.6567255246754526,0.5562317821467004,False,False,False,True,True,False,False,False,False,False
75,Compostable Film,6.413714687695235,11.88,0.72,1.71,91.86,54.16,34.71,0.09740696377500602,0.1839569515705168,0.40080706816441564,0.8946006555114715,0.72,0.902593036224994,0.6499486563234561,0.7602659128670981,False,False,False,False,False,True,False,False,False,False
76,HDPE,7.458014336081975,17.03,0.31,3.78,49.1,80.21000000000001,5.23,0.27923725520511544,0.29262086513994917,0.5753150757758309,0.15697774711057447,0.31,0.7207627447948846,0.6545535112263628,0.515294258244754,False,False,False,True,False,False,True,False,False,False
77,Bioplastic PLA,6.542540693371891,19.93,0.99,1.9763160535707915,93.59,65.97,73.4,0.12080035780075175,0.23322070662829014,0.422334576685461,0.924443677764361,0.99,0.8791996421992483,0.6290014066972104,0.7966324375554954,False,False,False,False,False,False,True,False,False,False
78,Kraft Paper,4.222133955202271,1.33,0.55,0.9730704505859348,91.92,56.05,52.89,0.032674541198475245,0.19184082092353896,0.03458230907565352,0.8956356736242884,0.55,0.9673254588015248,0.498728431076138,0.679965111041915,True,False,False,False,False,False,False,True,False,False
79,Rigid PVC,6.716931457088545,5.79,0.17,3.17,61.88,11.81,33.99,0.22565441570155662,0.007299879030576065,0.4514761978370523,0.37743660514059,0.17,0.7743455842984434,0.7762105517164753,0.572491254030475,False,False,False,True,False,False,False,True,False,False
80,Aluminum,8.23173811905026,12.4,0.09,9.297335012461502,79.39,218.38,49.86,0.7638839379265749,0.8689775997997747,0.7046084218149166,0.6794893910643437,0.09,0.23611606207342506,0.3604568088461018,0.3808077412279134,False,False,True,False,False,False,False,False,False,False
81,Tinplate,9.726206851751186,12.56,0.07,4.86,47.4,80.21000000000001,37.68,0.37410523334256385,0.29262086513994917,0.9543420699915492,0.12765223391409347,0.07,0.6258947666574362,0.8061643089126502,0.520774161007367,False,False,True,False,False,False,False,False,True,False
82,Compostable Film,6.246596253655116,5.48,0.6,2.87,40.44,64.79,37.88,0.1993021995522654,0.2282985024819589,0.37288069185610856,0.007590132827324439,0.6,0.8006978004477345,0.6121731752532681,0.5220587296987131,False,False,False,False,False,False,False,True,False,False
83,Bioplastic PLA,5.661796049705298,15.7,0.5,1.499502869587297,44.65,97.7,41.94,0.07891674417686904,0.36557794185124937,0.2751574774514261,0.08021390374331548,0.5,0.921083255823131,0.4907162258698208,0.5175625617082003,False,False,False,False,False,False,False,False,False,False
84,Bioplastic PLA,5.127116700572048,12.37,0.95,2.0042304327972853,96.55,93.98,70.06,0.12325237698425125,0.35006048471196766,0.1858097236028513,0.9755045713299982,0.95,0.8767476230157487,0.4642875986139599,0.7352780731844993,False,False,False,False,False,False,False,False,False,True
85,Kraft Paper,4.932946965146987,18.38,0.69,1.2958975528548171,51.89,97.12,68.99,0.061031906457938344,0.36315855337254416,0.15336293142035057,0.20510608935656374,0.69,0.9389680935420617,0.4434500405446138,0.5524104492121198,True,False,False,False,False,False,True,False,False,False
86,Bioplastic PLA,5.650366644053494,18.25,0.82,1.992758784774068,45.06,95.67,88.88,0.12224469915659653,0.3571100821757811,0.27324756317389076,0.08728652751423153,0.82,0.8777553008434035,0.49503297596408763,0.5548668960642783,False,False,False,False,False,False,True,False,False,False
87,Rigid PVC,7.459212356676128,8.65,0.24,3.87,71.84,28.16,66.61,0.28714292004990283,0.07550160597338673,0.5755152713684331,0.5492496118682078,0.24,0.7128570799500972,0.7849051449633412,0.6134848597363494,False,False,False,True,True,False,False,False,False,False
88,Bioplastic PLA,6.2751149427104265,5.07,0.47,1.836675126055037,75.15,127.37,14.6,0.10853419811680949,0.489342176615359,0.37764631598939247,0.6063481110919442,0.47,0.8914658018831905,0.45745322042654163,0.6113372994889207,False,False,False,False,False,False,True,False,False,False
89,Bioplastic PHA,6.774425485152653,18.17,0.96,2.095975765358869,51.89,81.72,88.38,0.1313113530987561,0.29891961790347477,0.46108375473178237,0.20510608935656374,0.96,0.8686886469012439,0.605081731150628,0.6430066202025212,False,False,False,False,False,False,False,False,False,False
90,Glass,7.944429850323899,4.52,0.08,1.3721644898269745,49.49,99.71,78.31,0.06773124915172055,0.37396237433779667,0.6565976869428173,0.16370536484388482,0.08,0.9322687508482794,0.6382616501744489,0.5496468794611548,False,True,False,False,False,False,False,False,True,False
91,HDPE,6.239188491876604,17.18,0.36,3.48,87.36,49.52,38.92,0.2528850390558242,0.16460184374087516,0.37164281559058926,0.8169742970501984,0.36,0.7471149609441758,0.6498960199917106,0.6411676342502791,False,False,False,True,False,False,False,False,False,False
92,Molded Pulp,6.139734361668985,15.46,0.7,0.6420996398205496,92.18,80.21000000000001,53.92,0.003601826717156608,0.29262086513994917,0.3550235031757387,0.9001207521131621,0.7,0.9963981732828434,0.5664368821863259,0.7610551732716407,True,False,False,False,False,True,False,False,False,False
93,Steel,9.521570097233797,9.77,0.03,2.1936077711145368,80.24,125.01,84.08,0.13988741882796346,0.4794977683226964,0.9201461834277045,0.694152147662584,0.03,0.8601125811720365,0.6803598123774639,0.6634687753212641,False,False,True,False,True,False,False,False,False,False
94,Corrugated Cardboard,5.683831592708488,12.32,1.0,1.270337699153766,81.0,80.07,17.88,0.05878671049302381,0.292036874817503,0.27883973350893104,0.7072623770915991,1.0,0.9412132895069762,0.5363137685130706,0.7357788777495734,True,False,False,False,False,False,False,False,True,False
95,Bioplastic PLA,6.541934359909122,19.88,0.85,1.2629544135364894,71.12,81.67,46.13,0.05813815736476239,0.2987110499311726,0.42223325514934884,0.5368293945144041,0.85,0.9418618426352376,0.589666672101036,0.707064425233646,False,False,False,False,False,False,False,False,False,False
96,Bioplastic PLA,5.9875911927287815,4.7,0.54,2.035007336230999,81.76,110.53,67.46,0.12595584235655485,0.419096483543987,0.329599573057159,0.7203726065206142,0.54,0.8740441576434451,0.4803819390964714,0.6403432106769901,False,False,False,False,False,False,False,False,False,True
97,Bioplastic PLA,6.045465658763988,4.11,0.51,1.3014005329885847,73.84,84.09,46.58,0.06151529219777267,0.3088057397905978,0.3392707031537558,0.5837502156287736,0.51,0.9384847078022274,0.5504248373871437,0.6463287351285845,False,False,False,False,False,False,False,True,False,False
98,Kraft Paper,5.282623055075649,12.55,0.7,0.9750793791311568,41.05,88.49,88.89,0.03285100692931582,0.327159721353189,0.21179565985903967,0.018112816974297,0.7,0.9671489930706841,0.4884224311317025,0.5420524350848942,True,False,False,False,True,False,False,False,False,False
99,Bioplastic PLA,5.05083825348819,2.41,0.79,1.1450146744700795,61.72,47.58,11.96,0.047778245709865594,0.1565094064155508,0.17306319070411832,0.37467655683974466,0.79,0.9522217542901344,0.5753196324323169,0.6402380648334803,False,False,False,False,False,False,False,False,True,False
100,Kraft Paper,4.323674280979914,16.27,0.47,0.9152596553807296,88.66,21.22,87.88,0.02759639929510866,0.04655237141784507,0.05155023583024357,0.8393996894945661,0.47,0.9724036007048913,0.5926886714813904,0.6834282095637525,True,False,False,False,False,False,True,False,False,False
101,Tinplate,8.06285837137347,21.83,0.04,4.11,59.44,220.43,5.42,0.3082246929693358,0.877528886664164,0.6763877206602982,0.33534586855269966,0.04,0.6917753070306643,0.3440377562656209,0.43424997695217427,False,False,True,False,False,False,False,False,False,False
102,Recycled PET,7.272820822527561,11.67,0.38,3.134244993342869,60.12,80.21000000000001,45.7,0.22251367015539641,0.29262086513994917,0.5443682578554536,0.347076073831292,0.38,0.7774863298446035,0.6421747840582119,0.5746416355197378,False,False,False,True,True,False,False,False,False,False
103,HDPE,6.628711962152654,4.54,0.15,2.028030782028813,64.3,80.21000000000001,37.62,0.12534301680884402,0.29262086513994917,0.4367342525366489,0.41918233569087454,0.15,0.8746569831911559,0.5991211819306901,0.562187282831859,False,False,False,True,True,False,False,False,False,False
